风速(m/s),风向,室外温度,电网有功功率
3.87,-2.8,18.56,148.7
3.56,9.78,18.68,134.28
3.72,0.16,20.47,167.73
3.49,-1.54,20.54,158.92
3.17,3.22,19.7,73.69
1.95,2.46,20.23,12.2
1.13,11.2,19.68,0
1.72,20.95,19.52,0
1.36,34.88,20.37,0
0.05,34.03,20.09,0
1.93,27.07,22.32,0
0.29,-7.9,22.82,0
0.75,16.66,23.01,0
1.57,18.92,20.93,0
5.22,-2.35,18.09,371.63
5.23,2.77,18.13,472.87
5.09,3.16,17.55,435.9
4.81,-4.59,17.38,428.18
4.86,-3.99,16.79,463.91
5.31,6.6,16.19,489.35
5.15,-5.87,15.68,509.18
5.42,-5,15.4,598.25
5.49,-6.2,15.15,657.81
5.5,-6.89,15,634.23
5.66,-4.99,15.1,696.09
5.92,-1.49,15.11,759.07
6.02,-0.33,15.25,665.36
5.6,-2.27,15.32,690.03
5.32,2.79,15.45,510.89
5.11,-1.83,15.35,524.12
5.59,-2.03,15.02,641.06
5.55,0.86,15.17,588.33
5.07,-0.39,15.18,457.73
5.27,-2.16,15.17,542.36
4.91,-0.94,15.09,438.93
4.93,2.2,15.32,438.67
5.03,1.36,15.32,425.51
5.3,6.35,15.14,416.21
4.39,1.45,15.02,283.38
4.84,-6.34,15.08,411.42
4.66,-0.28,15.09,383.71
4.81,-0.19,15.03,404.25
4.8,-0.5,14.94,412.26
4.74,-4.78,14.99,439.7
4.91,-3.57,15.21,471.07
5.03,-3.16,15.24,496.29
5.26,-4.88,15.18,568.1
5.35,-5.54,15.32,606.07
4.98,-1.34,15.13,456.69
5.27,4.6,15.07,497.21
5.15,3.97,14.97,385.59
4.97,-1.91,15.16,446.83
4.75,-3.67,15.16,421.09
4.96,-4.52,15.05,454.73
5.08,-3.53,15.1,459.42
5.14,-7.28,15.33,476.59
5.09,-6.04,15.49,513.96
5.27,-4.89,15.24,601.1
5.48,1.3,15.06,580.31
5.14,-2.68,15.31,583.08
5.11,-4.24,15.29,531.21
4.92,2.04,15.05,385.28
4.88,-0.09,15.14,398.66
5.39,4.74,15.21,450.97
5.59,0.95,15.26,585.2
5.16,-3.71,15.41,540.52
5.24,-0.99,15.35,521.07
5.32,1.49,15.24,562.38
5.4,-4.66,15.14,573.35
5.51,-8.29,15.1,609.57
4.6,-3.22,15.29,366.19
4.91,-5.48,15.36,426.53
4.3,-5.09,15.49,283.2
3.36,3.62,15.41,124.65
3.07,-4.06,15.51,79.99
1.02,9.07,15.39,8.03
0.26,21.2,15.22,0
0.77,33.92,15.17,0
2.92,-0.66,15.08,47.57
3.65,2.2,14.75,13.15
4.34,2.78,14.7,0
4.93,5.37,14.64,0
3.99,0.06,14.6,0
3.02,-3.25,14.58,0
3.54,-2.68,14.56,0
3.93,2.29,14.51,0
3.54,-7.8,14.46,0
4.61,-3,14.41,0
5.02,-0.96,14.36,0
4.61,-2.33,14.3,0
5.13,-4.07,14.25,0
5.61,-2.67,14.18,0
5.24,-3.97,14.13,0
5.89,0.42,14.11,0
5.43,-5.73,14.06,0
5.74,-3.78,13.98,0
6.48,2.95,13.9,0
5.07,4.67,13.82,0
5.72,4.66,13.75,0
6.9,2.2,13.63,0
7.18,-0.57,13.57,0
7.94,-5.94,13.45,915.1
8.45,-6.39,13.32,"1,957.96"
8.38,-0.91,13.41,"1,986.78"
8.37,-0.91,13.39,"1,898.95"
8.07,-4,13.64,"1,966.29"
7.6,1.73,13.71,"1,579.62"
7.77,1.86,13.6,"1,651.83"
8,2.2,13.78,"1,817.07"
8.67,2.53,13.57,"2,057.45"
8.51,2.09,13.5,"1,925.28"
8.56,2.23,13.74,"2,099.26"
8.8,0.04,13.5,"2,194.88"
8.72,-3.19,13.69,"2,320.11"
9.13,-6.47,13.46,"1,987.70"
9.86,-0.81,13.62,"2,731.03"
9.83,1.02,13.75,"2,800.82"
9.57,-5.06,13.7,"2,803.92"
9.74,-5.77,14.09,"2,865.99"
9.34,-2.84,14.21,"2,681.89"
9.11,-4.73,13.9,"2,274.59"
8.49,0.01,14.14,"2,060.33"
9.53,-0.78,13.71,"2,620.11"
10.33,4.51,13.53,"2,912.84"
9.4,1.74,13.73,"2,297.41"
8.36,1.14,14.57,0
7.92,-1.37,14.01,0
8.14,-1.14,13.87,0
8.87,-2.23,13.78,0
8.03,-2.69,13.87,0
7.81,-0.21,13.8,0
8.19,-1.05,13.92,0
8.5,-4.63,13.78,0
9.48,-4.05,13.8,664.82
9.98,-2.75,13.8,"2,930.62"
10.15,-2.22,13.87,"2,960.47"
10.33,-4.3,13.97,"3,043.94"
10.44,-5.04,13.82,"3,052.00"
10.41,-1.24,14.03,"3,030.55"
10.02,-4.41,14.04,"3,039.75"
10.17,-4.56,14.23,"3,035.13"
10.19,-7.8,14.11,"3,005.49"
10.19,-2.97,14.04,"2,970.44"
10.13,0.78,13.79,"2,979.48"
10.68,3.36,13.87,"3,007.35"
10.42,1.72,13.97,"2,989.57"
10.26,-1.95,14.17,"3,045.61"
10.59,-0.47,14.18,"3,045.91"
10.17,-0.27,14.16,"3,019.01"
10.78,0.43,13.72,"3,046.93"
10.77,0.88,13.73,"3,044.04"
10.87,-0.45,13.67,"3,045.91"
10.73,-0.74,13.84,"3,044.73"
10.74,1.03,13.78,"3,039.20"
10.57,-4.37,13.74,"3,045.01"
11.16,2.71,13.59,"3,040.54"
11.43,5.51,13.5,"3,044.62"
11.07,-4.17,13.46,"3,044.56"
11.71,1.64,13.61,"3,044.36"
11.52,2.2,13.69,"3,044.10"
11.24,1.02,13.67,"3,044.23"
11.63,2.57,13.34,"3,044.00"
11.62,1.74,13.25,"3,043.97"
11.26,3.45,13.18,"3,043.91"
11.8,3.16,13.11,"3,044.32"
11.49,2.84,13.06,"3,044.24"
11.24,-3.04,12.99,"3,043.92"
11.44,0.98,12.76,"3,043.38"
11.39,-1.28,12.65,"3,043.54"
11.56,3,12.7,"3,043.65"
10.98,-1.21,12.63,"3,043.53"
11.05,2.18,12.67,"3,043.69"
11.08,1.98,12.29,"3,041.90"
10.83,-0.1,12.19,"3,043.71"
10.91,-0.47,12.12,"3,043.78"
11.51,0.54,12.01,"3,043.85"
11.48,0.62,11.92,"3,044.04"
11.33,0.32,11.59,"3,043.98"
11.73,1.19,11.43,"3,044.01"
11.64,0.11,11.24,"3,043.85"
11.62,0.95,11.49,"3,043.89"
11.33,-1.51,11.43,"3,044.17"
11.66,2.81,10.98,"3,044.00"
11.56,1.38,10.97,"3,044.37"
11.59,-0.41,10.83,"3,044.44"
11.9,-1.09,10.78,"3,044.37"
11.76,-2.07,10.62,"3,044.12"
12.11,-6.71,10.26,"3,044.58"
12.03,-3.64,10.11,"3,044.41"
11.74,-2.59,10.27,"3,043.94"
12.2,-2.89,10.21,"3,044.28"
12.56,-4.75,9.68,"3,044.54"
12.55,1.45,9.73,"3,044.45"
12.43,-1.77,9.66,"3,044.40"
12.39,1.2,9.48,"3,044.64"
11.85,-2.93,9.72,"3,044.48"
12.49,-2.46,9.27,"3,043.93"
12.47,-2.38,9.05,"3,044.40"
12.77,-0.26,9.02,"3,044.22"
12.9,0.12,8.96,"3,044.69"
12.79,1.57,8.83,"3,044.18"
13.22,4.65,9.01,"3,044.54"
13.5,4.65,8.64,"3,044.56"
13.2,0.21,8.59,"3,044.00"
13.16,0.5,8.47,"3,044.34"
13.2,-2.04,8.27,"3,044.58"
12.75,-0.44,8.45,"3,044.71"
13.25,1.31,8.32,"3,044.12"
12.8,0.33,8.1,"3,044.16"
13.09,-0.66,8.12,"3,044.45"
12.94,-0.37,7.9,"3,044.13"
12.88,3.02,7.89,"3,044.35"
13.07,-1.13,7.82,"3,044.45"
13.05,-2.28,7.71,"3,044.23"
12.71,-4.14,7.9,"3,048.08"
14.05,-5.9,7.29,"3,049.80"
13.48,-1.81,7.19,"3,049.73"
13.47,-3.53,6.93,"3,049.77"
13.94,3.95,6.38,"3,049.56"
13.52,-4.41,6.28,"3,049.85"
13.32,-3.92,6.1,"3,049.58"
13.43,-0.43,6.03,"3,049.69"
13.46,-0.24,6.16,"3,049.39"
13.75,2.14,6.1,"3,049.34"
13.87,2.27,6.35,"3,049.62"
13.49,-2.6,5.97,"3,049.10"
14.14,-0.21,5.83,"3,049.71"
14.52,0.31,5.71,"3,049.32"
14.6,-0.11,5.64,"3,049.77"
14.7,-2.55,5.74,"3,049.32"
14.67,2.72,5.6,"3,049.62"
14.88,2.53,5.62,"3,049.48"
14.56,2.42,5.62,"3,049.07"
14.46,1.62,5.62,"3,049.78"
14.71,4.65,5.58,"3,049.26"
14.52,4.53,5.57,"3,049.58"
14.37,3.2,5.76,"3,049.73"
14.25,-1.33,5.54,"3,049.41"
14.27,-5.16,5.64,"3,049.89"
13.18,-2,5.83,"3,049.48"
13.12,-0.35,5.88,"3,049.12"
13.78,-2.72,5.84,"3,049.17"
14.72,0.08,5.74,"3,049.14"
13.79,0.63,6.01,"3,048.96"
13.84,0.57,5.92,"3,049.73"
13.42,-5.09,5.97,"3,048.91"
14.42,1.89,5.99,"3,049.30"
13.41,1.65,6.18,"3,049.28"
13.32,-2.65,6.23,"3,049.76"
13.75,0.64,6.02,"3,049.35"
13.18,2.57,6.29,"3,049.07"
13.28,1.39,6.21,"3,049.29"
14.16,-0.35,6.29,"3,048.86"
13.6,-4.33,6.09,"3,048.99"
14.18,-5.48,6.05,"3,043.08"
13.58,-8.19,6.09,"2,643.15"
13.83,1.99,6.21,"2,862.60"
13.24,0.54,6.44,"3,054.40"
14.33,-0.77,6.22,"3,054.22"
13.22,-8.37,6.44,"3,054.36"
13.79,2.32,6.38,"3,054.48"
13.6,-1.88,6.44,"3,053.80"
13.01,0.87,6.4,"3,054.47"
12.73,0.77,6.68,"3,053.82"
12.46,0.26,6.66,"3,053.90"
12.33,1.62,6.77,"3,054.23"
12.06,-1.69,6.69,"2,797.51"
11.85,0.58,6.84,"2,714.38"
11.65,-2.79,6.77,"2,715.79"
12.94,3.46,6.8,"3,053.87"
12.71,2.2,6.72,"3,054.85"
12.06,-5.37,6.84,"2,983.50"
12.15,-1.64,6.85,"3,055.32"
12.25,0.45,7.13,"3,055.10"
11.92,-0.68,7.21,"3,055.40"
11.54,-0.15,6.99,"3,050.11"
11.41,0.89,7.16,"3,054.52"
12.4,1.72,7.11,"3,054.51"
12.56,-3.1,7.22,"3,054.60"
13.06,2.64,7.21,"3,054.33"
12.61,-0.58,7.4,"3,054.22"
13.16,1.06,7.11,"3,054.05"
12.6,-5.62,6.92,"3,054.03"
12.29,-1.2,7.06,"3,054.16"
12.52,1.25,7.03,"3,053.59"
12.48,0.42,7.18,"3,053.85"
12.47,0.2,7.29,"3,053.56"
12.55,1.64,7.29,"3,053.69"
12.43,-0.97,7.19,"3,053.84"
12.1,-3.75,7.15,"3,053.65"
12.16,-5.66,7.23,"3,053.95"
13.34,-3.93,7.02,"2,891.84"
12.7,-6.31,7.37,"2,947.61"
12.97,-5.92,7.33,"3,054.11"
12.67,-5.42,7.31,"2,939.81"
11.82,-0.75,7.2,"3,054.29"
11.49,-3.23,7.2,"3,054.07"
11.51,-5.26,7.28,"3,054.20"
11.6,-1.69,7.3,"3,054.31"
11.84,0.4,7.71,"3,054.11"
12.17,3.96,7.36,"3,053.57"
11.35,-0.8,7.61,"3,054.04"
12.06,-0.02,7.5,"3,053.76"
11.53,-2.64,7.44,"3,053.89"
11.28,-0.29,7.53,"3,046.00"
11.33,1.52,7.54,"3,052.16"
10.97,-9.46,7.43,"3,038.34"
10.98,-3.19,7.38,"3,035.74"
11.03,-5.44,7.38,"2,957.10"
11.22,-4.62,7.35,"2,978.49"
11.02,-2.52,7.49,"2,987.82"
11.38,4.63,7.58,"3,048.59"
11.13,-6,7.44,"3,046.25"
11.71,-8.35,7.48,"3,046.18"
12.19,4.15,7.38,"3,053.66"
11.97,1.78,7.36,"3,053.44"
11.2,-5.83,7.83,"3,045.03"
11.32,-4.71,7.45,"3,053.98"
11.65,-3.13,7.52,"3,053.97"
11.36,-0.5,7.37,"3,053.48"
11.12,-2.92,7.43,"3,029.62"
11.2,-6.03,7.46,"3,051.75"
11.23,-3.18,7.46,"3,026.33"
10.83,-0.22,7.46,"3,040.92"
11.38,-2.15,7.3,"3,040.41"
11.06,1.51,7.52,"3,040.64"
11.58,0.79,7.45,"3,048.14"
11.37,-5.06,7.5,"3,055.02"
11.61,1.25,7.83,"3,048.34"
12.54,2.1,7.51,"3,054.24"
10.96,-8.21,7.65,"3,050.42"
11.17,-0.25,7.43,"3,052.26"
11.78,3.51,7.35,"3,051.31"
11.79,-4.49,7.63,"3,052.00"
11.81,-8.8,7.25,"3,014.11"
11.32,-1.11,7.34,"2,990.62"
10.83,-2.36,7.21,"3,055.47"
10.96,4.74,7.23,"3,044.02"
11.2,1.55,7.27,"3,053.71"
10.58,-2.74,7.38,"3,038.30"
10.58,-1.15,7.48,"3,019.89"
10.17,-4.88,7.24,"2,958.51"
10.24,-3.32,7.43,"3,004.93"
10.55,0.1,7.31,"3,012.46"
11.04,0.5,7.29,"3,048.31"
11.09,-1.77,7.52,"3,053.17"
11.26,3.18,7.33,"3,047.07"
10.71,0.74,7.37,"3,008.77"
10.37,3.64,7.47,"3,016.50"
10.62,-2.07,7.31,"3,015.75"
10.57,-0.53,7.43,"3,020.93"
10.94,-4.14,7.48,"3,048.98"
10.77,-1.25,7.52,"3,036.40"
11.29,3.14,7.29,"2,993.53"
10.48,-0.58,7.48,"2,989.53"
10.22,0.11,7.47,"2,895.39"
10.44,-1.97,7.38,"2,962.40"
10.49,-1.01,7.73,"3,007.95"
10.98,3.3,7.23,"3,029.07"
10.97,4.9,7.35,"3,029.08"
10.46,-0.46,7.35,"3,025.10"
10.33,-3.73,7.43,"3,017.14"
10.65,1.2,7.41,"2,996.67"
10.85,1.11,7.39,"3,024.54"
10.66,-3.29,7.37,"3,037.16"
10.53,1.07,7.32,"3,017.82"
10.64,-1.63,7.41,"3,016.81"
10.53,2.29,7.34,"2,997.35"
10.66,-0.75,7.29,"3,029.20"
10.72,-2.15,7.71,"3,043.82"
10.76,3.21,7.22,"3,025.77"
10.25,-2.79,7.36,"2,915.00"
10.12,-4,7.24,"2,912.55"
10.59,-2.9,7.27,"2,973.97"
10.1,0.28,7.22,"2,958.36"
10.67,-5.62,7.54,"2,961.16"
10.22,-1.17,7.32,"2,902.59"
10.86,1.9,7.29,"3,006.34"
10.28,-0.31,7.31,"2,955.69"
10.22,-4.35,7.31,"2,850.70"
10.13,-2.54,7.34,"2,850.12"
10.55,0.92,7.28,"2,968.23"
10.73,-0.62,7.61,"2,967.15"
10.77,-5.46,7.21,"3,042.03"
10.42,0.54,7.32,"2,959.54"
9.75,2.74,7.2,"1,760.49"
10.33,-1.2,7.37,"2,843.88"
10.1,-2.04,7.21,"2,898.33"
10.55,1.91,7.55,"2,974.90"
10.3,3.91,7.3,"2,925.02"
10.64,1.13,7.25,"2,985.26"
10.48,1.6,7.18,"2,943.65"
10.46,2.03,7.32,"3,000.84"
10.24,0.53,7.2,"2,890.75"
10.38,-2.61,7.66,"2,974.39"
10.47,4.95,7.2,"2,908.82"
10.13,-1.71,7.41,"2,856.46"
9.7,-4.36,7.33,"2,622.60"
9.16,-5.31,7.74,"2,538.22"
9.72,2.75,7.51,"2,577.47"
9.11,-0.86,7.93,"2,386.01"
9.38,4.45,7.55,"2,368.17"
9.43,-2.3,7.46,"2,594.18"
9.91,-2.92,7.46,"2,842.49"
10.41,5.04,7.51,"2,901.26"
9.84,0.18,8.28,"2,791.89"
9.1,0.45,8.45,"1,878.68"
8.91,-0.35,8.62,"2,250.68"
9.07,2.29,8.01,"2,292.95"
8.92,2.74,7.88,"2,200.08"
8.52,3.12,7.97,"1,947.88"
7.45,-7.66,8.37,"1,571.12"
7.82,0.66,8.34,"1,581.97"
7.22,-5.2,8.86,"1,423.74"
7.68,-0.3,9.45,"1,602.05"
7.56,4.68,9.34,"1,538.01"
7.26,1.34,8.7,"1,350.58"
7.53,-4.4,8.87,"1,496.61"
7.02,-2.19,9.13,"1,223.41"
6.34,-3.49,9.36,972.41
6.53,-4.04,8.99,983.92
6.58,-2.79,8.92,986.15
6.34,-0.7,9.2,843.99
6.48,2.96,9.37,889.97
6.02,0.09,9.14,762.41
6.01,-6.34,9.28,806.18
6.06,-0.62,9.27,755.5
5.48,-5.47,9.52,558.27
5.99,-3.82,9.07,754.31
6.4,1.18,8.97,805.38
6.07,1.09,8.95,727.41
6.96,5.06,8.98,855.87
6.87,2.78,8.92,"1,045.16"
6.55,0.39,9.07,999.42
7.19,0.45,9.27,"1,199.31"
7.17,2.6,9.4,"1,223.57"
7.48,-0.11,9.23,"1,448.61"
6.96,2.32,9.18,"1,175.00"
7.34,2.27,9.39,"1,298.55"
6.6,-0.62,9.84,"1,018.34"
6.95,-2.91,9.79,"1,146.29"
7.05,-2.07,9.56,"1,230.09"
7.3,-0.5,9.47,"1,349.38"
6.57,2.06,9.51,799.26
6.42,2.07,9.6,899.78
6.47,0.46,9.66,961.25
6.51,-1.54,9.73,904.06
6.14,-4.13,9.76,877.23
6.9,3.2,9.76,"1,087.88"
6.23,-0.32,9.84,816.49
6.63,1.06,9.98,941.98
6.67,-2.29,10.06,997.84
6.63,2.32,10.33,967.94
5.4,-2.27,10.17,545.59
4.71,-3.36,10.21,359.25
4.7,-1.81,10.36,272.78
4.82,2.96,10.61,386.49
5.36,-3.34,10.53,547.93
5.67,-1.51,10.51,619.95
5.71,4.42,10.62,594.75
5.9,2.25,10.59,614.92
5.55,-3.4,10.93,650.88
5.78,-1.99,10.9,644.82
5.79,4.43,10.79,678.79
6.18,3.98,10.89,734.31
5.94,-0.3,10.93,710.43
5.58,6.35,10.71,482.32
5.14,-0.52,10.91,492.91
5.71,-9.73,11.04,561.27
5.87,-5.93,10.75,641.15
5.97,-2.61,11.15,707.61
6.05,0.98,10.99,715.79
6.72,2.74,10.85,991.13
6.36,-0.39,10.9,899.83
6.57,1.76,11.04,964.84
6.78,1.44,11.04,987.06
6.33,-1.73,11.28,858.16
6.82,-2.88,11.24,"1,010.82"
6.55,-2.58,11.23,989.79
6.8,0.77,11.19,886.28
6.54,3.84,11.15,727.67
5.81,2.76,11.22,673.97
5.77,3.12,11.59,587.54
5.32,-6.86,11.88,504.01
4.38,7.24,11.42,256.83
4.6,-0.99,11.33,331
4.66,1.43,11.25,338.28
4.58,-5.11,11.35,330.54
4.47,-2.68,11.47,357.22
4.7,-1.09,11.29,330.23
3.98,0.08,11.38,203.23
3.96,-1.88,11.4,200.81
3.99,-0.85,11.23,165.09
4.35,-2.58,11.35,260.74
4.7,-0.02,11.26,343.18
4.79,-1.86,11.21,371.59
5.28,0.37,11.58,497.45
4.87,0.08,11.6,380.17
5.26,4.5,11.31,490.4
4.85,-6.06,11.19,454.38
5.5,2.96,11.29,518.47
5.13,-0.28,11.32,474.31
5.91,4.97,11.27,717.3
6.56,1.57,11.34,891.33
6.34,1.09,11.16,705.81
6.54,5.85,11.11,834.69
6.73,1.84,11.15,928.76
6.05,2.95,11.33,779.21
6.14,0.24,11.2,814.59
5.87,-5.58,11.54,784.76
6.39,2.6,11.13,784.93
6.63,-1.23,10.97,934.9
6.2,-5.35,11.06,913.05
6.13,-1.19,11.13,895.66
6.7,5.11,10.95,945.78
6.52,5.38,10.87,842.15
6.18,-1.4,10.79,700.44
6.07,1,10.84,803.54
6.26,-2.44,10.91,838.76
6.04,-0.57,10.89,741.4
5.39,0.56,11.04,606.05
6.04,-0.48,10.83,726.91
6.39,-1.94,10.95,907.76
6.41,2.5,10.89,880.42
6.29,-1.35,10.75,799.02
6.42,-3.41,10.62,897.04
6.12,1.79,10.6,771.28
6.18,-6.04,10.59,768.99
6.56,3.43,10.6,767.71
6.82,2.54,10.53,964.4
7,2.71,10.5,"1,136.24"
7.69,7,10.43,"1,318.27"
7.15,-2.62,10.51,"1,258.63"
7.06,-1.39,10.58,"1,280.23"
7.44,-0.64,10.27,"1,270.29"
6.65,-0.26,10.34,963.81
6.88,0.46,10.28,"1,036.13"
6.73,-1.4,10.38,"1,089.18"
7.43,4.74,10.25,"1,208.89"
7.53,5.35,10.15,"1,244.98"
7.5,1.61,10.24,"1,380.88"
6.6,-0.5,10.42,856.87
6.44,1.44,10.21,938.25
6.61,1.05,10.3,977.53
7.24,3.69,10.43,"1,157.72"
6.81,5.06,10.6,"1,025.71"
6.6,0.15,10.58,"1,061.01"
6.07,-1.14,10.62,844.82
6.57,2.05,10.6,932.1
6.36,-4.3,10.46,930.71
5.95,-0.17,10.7,769.48
5.22,-3.55,10.85,580.15
5.5,-0.05,10.85,582.39
5.33,3.33,10.89,482.22
5.77,3.08,10.85,655.49
5.41,2.45,10.95,565.15
5.04,0.1,11.06,426.83
5.17,-0.81,11.47,523.31
5.22,5.09,11.72,439.77
4.82,-1.77,11.94,376.92
5.06,-2.87,12.34,477.31
5.4,-3.93,12.55,580.15
5.83,-3.43,12.37,673.89
6.23,0.26,12.54,859.86
5.41,-2.42,12.49,607.46
5.44,-0.11,12.61,506.16
5.21,-2.69,12.92,535.01
5.1,0.33,13.07,489.97
5.14,-0.62,12.48,501.74
4.86,2.55,12.68,364.6
4.25,-4.87,13.03,270.19
4.72,2.94,13.19,371.26
4.79,-5.17,13.07,392.64
5.2,4.45,12.66,457.62
5.5,3.19,12.48,526.34
5.42,1.08,12.23,560.84
5.8,-2.49,12.02,624.1
5.99,-1.14,12.11,590.04
5.62,3.34,11.74,599.87
5.92,-4.89,11.4,705.25
6.05,0.77,11.51,793.6
6.22,0.63,11.66,820.97
6.44,1.84,11.51,865.74
6.45,-3.95,11.53,920.07
6.8,-3.23,11.61,"1,124.00"
6.99,-5.76,11.88,"1,283.56"
7.23,1.28,11.63,"1,298.96"
6.91,-1.35,11.78,"1,297.55"
7.83,-3.13,11.73,"1,610.13"
7.85,2.09,11.61,"1,548.76"
7.23,-0.63,11.65,"1,246.53"
7.83,-0.37,11.56,"1,571.77"
8.06,1.27,11.65,"1,690.84"
8.39,-5.65,11.95,"2,094.62"
8.45,-1.93,12.01,"2,084.31"
9.04,-1.46,11.68,"2,394.19"
9.04,-0.59,11.81,"2,407.31"
9.18,3.1,11.67,"2,382.80"
9.33,1.53,11.78,"2,434.29"
9.37,-3.99,11.65,"2,641.26"
9.26,-6.52,12.08,"2,628.94"
10.19,4.93,11.89,"2,749.90"
9.49,-1.33,11.59,"2,106.92"
9.88,2.56,11.76,"2,798.41"
9.91,0.76,11.69,"2,786.38"
9.75,0.95,11.66,"2,667.89"
9.58,0.35,11.92,"2,591.70"
9.89,0.51,11.69,"2,747.06"
9.73,2.3,11.69,"2,692.05"
8.95,-3.1,11.69,"2,430.28"
7.9,-4.62,11.7,"1,917.29"
8.28,-1.88,12.1,"1,928.14"
8.66,2.89,11.79,"1,990.77"
9.06,5.72,11.44,"2,104.70"
7.8,-4.6,11.73,"1,795.48"
7.71,-3.2,11.52,"1,367.74"
7.99,-3.08,11.48,"1,879.80"
8.22,-3,11.69,"2,007.89"
8.54,3.72,11.43,"1,908.89"
8.7,3.94,11.41,"2,049.07"
8.52,-0.23,11.41,"2,049.99"
8.57,-1.34,11.27,"2,187.63"
9.09,-2.85,11.06,"2,424.47"
9.25,-4.66,11.18,"2,656.17"
9.03,-3.59,11.02,"2,426.78"
9.21,-1.07,11.29,"2,530.20"
9.45,1.54,11.21,"2,584.41"
9.1,-1.21,10.89,"2,051.42"
8.94,-0.68,10.9,"2,291.21"
8.27,-5.91,11.06,"2,012.06"
8.3,-3,10.99,"2,031.70"
8.94,-1.4,10.85,"2,324.34"
9.34,-1.36,11.23,"2,546.36"
8.61,-3.51,10.95,"2,212.06"
8.66,0.2,10.9,"2,130.22"
8.61,3.82,10.79,"2,047.24"
9.07,4.11,10.66,"2,165.68"
8.71,0.37,10.85,"2,214.50"
8.04,3.03,10.76,"1,754.54"
8.24,-1.81,11,"1,920.20"
8.86,-1.65,10.92,"2,036.84"
10.09,5.78,10.48,"2,779.12"
9.98,2.48,10.54,"2,805.16"
9.35,-2.2,10.45,"2,612.34"
9.64,-2.2,10.48,"2,812.55"
9.92,-1.6,10.76,"2,895.65"
10.12,-3.13,10.65,"3,013.38"
9.77,-5.1,10.53,"2,945.01"
10.63,0.81,10.43,"3,043.70"
10.96,1.24,10.34,"3,052.25"
10.66,-1.33,10.54,"3,051.44"
11.25,-0.71,10.46,"3,050.65"
11.52,3.18,10.33,"3,050.38"
11.43,2.53,10.29,"3,050.14"
11.35,3.98,10.27,"3,049.09"
11.37,-1.97,10.41,"3,048.92"
11.46,-2.6,10.3,"3,048.87"
12.55,0.41,9.99,"3,048.52"
12.96,5.61,10.05,"3,048.18"
12.54,-0.85,10.15,"3,047.92"
12.46,0.77,10.32,"3,047.68"
13.19,5.18,9.95,"3,047.60"
13,4.25,9.9,"3,047.31"
12.79,-0.99,9.89,"3,047.54"
12.8,-0.32,10.07,"3,047.51"
12.97,0.4,9.87,"3,047.55"
12.76,-4.44,9.36,"3,046.76"
12.59,1.56,9.6,"3,046.92"
12.59,0.92,9.76,"3,047.06"
13.79,2.88,9.7,"3,047.01"
13.92,4.28,9.49,"3,046.62"
13.4,1.99,9.52,"3,046.06"
12.54,-0.86,9.47,"3,046.30"
13.12,1.55,9.42,"3,046.17"
13.52,-2.94,9.3,"3,046.06"
13.62,-2.56,9.02,"3,044.94"
13.05,-5.08,8.89,"3,045.36"
13.61,-3.38,8.93,"3,044.90"
13.9,-4.82,8.92,"3,044.11"
14.92,-10.85,8.54,"2,958.33"
13.78,-4.66,8.46,"3,051.63"
14.5,2.07,8.18,"3,051.96"
14.74,-0.34,8.09,"3,051.82"
14.16,-0.74,8.29,"3,051.51"
14.45,1.56,8.04,"3,051.91"
15.38,4.21,8.05,"3,051.85"
15.26,4.63,8.14,"3,051.81"
14.22,-1.32,8.29,"3,051.88"
13.73,1.04,8.54,"3,052.25"
14.74,-1.49,8.13,"3,051.66"
14.26,-1.65,8.09,"3,051.68"
14.32,-0.34,8.17,"3,051.65"
15.16,4.14,8.14,"3,052.12"
14.19,0.31,8.27,"3,051.33"
13.58,-0.96,8.2,"3,051.90"
13.82,0.98,8,"3,051.53"
12.66,0.38,7.97,"3,051.67"
13.52,-3.51,7.74,"3,051.32"
12.62,0.17,7.96,"3,051.15"
13.09,-0.93,7.72,"3,051.64"
13.15,-5.49,7.62,"3,051.81"
13.43,-4.96,7.64,"3,052.01"
13.41,-6.55,7.75,"2,978.60"
14.24,-3.26,7.8,"3,056.65"
13.74,2.91,7.89,"3,056.71"
13.84,-2.92,7.86,"3,057.03"
13.27,2.09,7.91,"3,052.92"
13.79,-0.06,7.82,"3,051.74"
14.31,-2.79,7.56,"3,051.82"
13.95,-0.73,7.39,"3,051.85"
14.61,1.58,7.31,"3,051.43"
14.75,2.93,7.26,"3,051.38"
15.27,1.56,7.54,"3,050.96"
15.13,-1.19,7.43,"3,051.17"
13.97,-2.01,7.2,"3,051.29"
14.86,-0.77,7.17,"3,051.40"
14.47,0.23,7.25,"3,050.56"
14.3,2.85,7.39,"2,836.49"
11.04,9.8,7.51,0
11.94,10.93,7.35,0
12.54,12.85,7.3,0
11.89,14.31,7.19,0
13.01,11.26,7.07,0
12.44,11.81,7,0
13.27,13.93,6.9,0
13.22,16.06,6.91,0
13.43,15.94,6.84,0
12.09,18.49,6.95,0
13.42,16.25,7.01,59.64
12.6,-1.48,7.02,939.7
13.51,4.45,7.04,941.08
12.44,-4.72,7.28,941.02
12.73,-3.78,7.46,941.15
12.73,-1.86,7.63,941.47
12.11,0.21,7.63,940.61
13.06,3.2,7.59,941.04
11.77,5.21,7.58,940.72
11.62,-1.72,7.58,941.57
11.7,-2.81,7.61,940.68
12.1,-5.65,7.69,941.31
